Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Asia,Kyrgyzstan,Fruits,Online,H,2016-06-25,313379275,2016-08-08,4746,9.33,6.92,44280.18,32842.32,11437.86
Sub-Saharan Africa,Rwanda,Vegetables,Online,L,2020-06-28,126138341,2020-07-10,5993,154.06,90.93,923281.58,544943.49,378338.09
Middle East and North Africa,Pakistan,Fruits,Offline,H,2023-01-11,549696052,2023-02-20,6132,9.33,6.92,57211.56,42433.44,14778.12
Sub-Saharan Africa,Ghana,Cereal,Offline,M,2018-02-22,835663735,2018-03-18,324,205.7,117.11,66646.8,37943.64,28703.16
Europe,Macedonia,Vegetables,Offline,C,2017-06-09,305965220,2017-06-14,763,154.06,90.93,117547.78,69379.59,48168.19
Asia,China,Snacks,Offline,L,2023-04-26,602836835,2023-05-31,1671,152.58,97.44,254961.18,162822.24,92138.94
Sub-Saharan Africa,Mauritius ,Beverages,Offline,C,2023-08-26,738827407,2023-10-15,4303,47.45,31.79,204177.35,136792.37,67384.98
Australia and Oceania,East Timor,Office Supplies,Online,L,2018-07-04,246798264,2018-07-09,1946,651.21,524.96,1267254.66,1021572.16,245682.5
Sub-Saharan Africa,Senegal,Office Supplies,Online,M,2014-10-21,529923236,2014-12-02,4916,651.21,524.96,3201348.36,2580703.36,620645.0
Asia,Brunei,Meat,Offline,C,2020-12-18,811688649,2020-12-31,5564,421.89,364.69,2347395.96,2029135.16,318260.8
Middle East and North Africa,Lebanon,Clothes,Offline,H,2020-03-07,385893332,2020-03-20,3267,109.28,35.84,357017.76,117089.28,239928.48
Asia,Nepal,Meat,Online,H,2018-07-15,866648614,2018-09-01,9439,421.89,364.69,3982219.71,3442308.91,539910.8
Sub-Saharan Africa,Kenya,Household,Offline,M,2018-04-09,338378322,2018-04-19,2520,668.27,502.54,1684040.4,1266400.8,417639.6
Middle East and North Africa,Oman,Personal Care,Offline,C,2023-02-16,105818784,2023-02-24,2984,81.73,56.67,243882.32,169103.28,74779.04
Sub-Saharan Africa,Guinea-Bissau,Snacks,Online,C,2022-04-25,644018828,2022-06-02,8338,152.58,97.44,1272212.04,812454.72,459757.32
Sub-Saharan Africa,Cameroon,Household,Offline,H,2017-03-26,248339784,2017-04-03,8115,668.27,502.54,5423011.05,4078112.1,1344898.95
Central America and the Caribbean,Grenada,Office Supplies,Offline,C,2016-02-22,884455478,2016-03-10,8885,651.21,524.96,5786000.85,4664269.6,1121731.25
Asia,Kazakhstan,Vegetables,Online,C,2018-02-08,538352239,2018-03-05,9246,154.06,90.93,1424438.76,840738.78,583699.98
Australia and Oceania,Marshall Islands,Meat,Offline,M,2018-05-08,866328895,2018-06-08,4827,421.89,364.69,2036463.03,1760358.63,276104.4
Asia,Philippines,Baby Food,Offline,L,2024-04-15,444996774,2024-06-01,3289,255.28,159.42,839615.92,524332.38,315283.54
Sub-Saharan Africa,Democratic Republic of the Congo,Snacks,Offline,C,2018-02-10,621279704,2018-03-04,9326,152.58,97.44,1422961.08,908725.44,514235.64
Sub-Saharan Africa,Togo,Snacks,Offline,H,2015-08-06,562414014,2015-08-29,9660,152.58,97.44,1473922.8,941270.4,532652.4
Asia,Taiwan,Beverages,Offline,M,2017-12-24,405948531,2018-02-12,8046,47.45,31.79,381782.7,255782.34,126000.36
Sub-Saharan Africa,Ethiopia,Clothes,Offline,C,2017-04-22,809744584,2017-05-10,272,109.28,35.84,29724.16,9748.48,19975.68
Central America and the Caribbean,Antigua and Barbuda ,Cereal,Offline,L,2023-03-05,701976001,2023-04-07,9153,205.7,117.11,1882772.1,1071907.83,810864.27
Middle East and North Africa,Jordan,Office Supplies,Offline,H,2014-08-04,431129109,2014-08-12,9539,651.21,524.96,6211892.19,5007593.44,1204298.75
Sub-Saharan Africa,Chad,Vegetables,Offline,H,2020-03-14,416002738,2020-03-16,3310,154.06,90.93,509938.6,300978.3,208960.3
Asia,India,Cosmetics,Offline,M,2016-09-05,695708215,2016-10-08,4376,437.2,263.33,1913187.2,1152332.08,760855.12
Europe,Slovenia,Office Supplies,Online,H,2019-08-20,479669368,2019-08-25,3680,651.21,524.96,2396452.8,1931852.8,464600.0
Europe,Croatia,Fruits,Online,H,2014-02-02,397622525,2014-03-15,4196,9.33,6.92,39148.68,29036.32,10112.36
Asia,Singapore,Beverages,Offline,L,2024-01-06,249616515,2024-02-23,5929,47.45,31.79,281331.05,188482.91,92848.14
Europe,Georgia,Meat,Offline,L,2021-05-27,356012666,2021-07-14,914,421.89,364.69,385607.46,333326.66,52280.8
Australia and Oceania,New Zealand,Cereal,Online,M,2017-03-07,207484805,2017-04-26,8219,205.7,117.11,1690648.3,962527.09,728121.21
Sub-Saharan Africa,Cape Verde,Personal Care,Online,M,2023-10-14,715019261,2023-11-10,8944,81.73,56.67,730993.12,506856.48,224136.64
Sub-Saharan Africa,Cote d'Ivoire,Beverages,Online,C,2017-09-20,159914863,2017-11-02,1216,47.45,31.79,57699.2,38656.64,19042.56
Asia,Turkmenistan,Beverages,Online,M,2019-10-11,943782937,2019-10-31,5199,47.45,31.79,246692.55,165276.21,81416.34
Europe,France,Fruits,Offline,M,2014-10-25,138547313,2014-11-16,8084,9.33,6.92,75423.72,55941.28,19482.44
Sub-Saharan Africa,Democratic Republic of the Congo,Personal Care,Online,C,2021-04-14,736444318,2021-05-09,9094,81.73,56.67,743252.62,515356.98,227895.64
Australia and Oceania,Solomon Islands,Personal Care,Online,C,2021-09-15,400022780,2021-10-30,4485,81.73,56.67,366559.05,254164.95,112394.1
Sub-Saharan Africa,The Gambia,Personal Care,Offline,C,2021-06-30,912144029,2021-07-08,2543,81.73,56.67,207839.39,144111.81,63727.58
Asia,Laos,Cosmetics,Online,C,2022-03-24,525981891,2022-04-24,8585,437.2,263.33,3753362.0,2260688.05,1492673.95
Sub-Saharan Africa,Mali,Personal Care,Online,M,2016-04-12,715022695,2016-05-25,9960,81.73,56.67,814030.8,564433.2,249597.6
Europe,Albania,Cereal,Offline,L,2024-04-10,323065268,2024-04-22,1047,205.7,117.11,215367.9,122614.17,92753.73
Central America and the Caribbean,Saint Vincent and the Grenadines,Beverages,Online,C,2014-11-12,514220941,2014-12-01,8258,47.45,31.79,391842.1,262521.82,129320.28
Europe,Vatican City,Cereal,Online,L,2017-01-10,722913539,2017-02-13,5036,205.7,117.11,1035905.2,589765.96,446139.24
Europe,Georgia,Household,Offline,H,2018-06-18,903879392,2018-07-27,6853,668.27,502.54,4579654.31,3443906.62,1135747.69
Asia,Bangladesh,Household,Offline,H,2024-06-03,182167327,2024-06-06,6215,668.27,502.54,4153298.05,3123286.1,1030011.95
Middle East and North Africa,Morocco,Beverages,Online,C,2020-04-07,903138673,2020-04-19,7658,47.45,31.79,363372.1,243447.82,119924.28
Asia,Turkmenistan,Cosmetics,Online,C,2019-08-07,982467257,2019-09-16,2749,437.2,263.33,1201862.8,723894.17,477968.63
Sub-Saharan Africa,Kenya,Cosmetics,Offline,H,2016-02-20,656139409,2016-03-10,5087,437.2,263.33,2224036.4,1339559.71,884476.69
Central America and the Caribbean,Cuba,Personal Care,Offline,L,2021-02-22,230453956,2021-03-19,5302,81.73,56.67,433332.46,300464.34,132868.12
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Offline,M,2015-04-23,532022225,2015-06-07,6054,47.45,31.79,287262.3,192456.66,94805.64
Europe,Armenia,Household,Offline,H,2018-03-31,657768046,2018-04-04,7037,668.27,502.54,4702615.99,3536373.98,1166242.01
Europe,San Marino,Fruits,Offline,M,2018-12-29,224927747,2019-02-10,9974,9.33,6.92,93057.42,69020.08,24037.34
Europe,Luxembourg,Baby Food,Offline,C,2024-02-20,721050155,2024-03-27,3619,255.28,159.42,923858.32,576940.98,346917.34
Australia and Oceania,Palau,Cereal,Offline,L,2020-05-19,553996598,2020-06-12,8759,205.7,117.11,1801726.3,1025766.49,775959.81
Europe,Latvia,Clothes,Online,H,2022-08-29,901940906,2022-10-06,3212,109.28,35.84,351007.36,115118.08,235889.28
Sub-Saharan Africa,Seychelles ,Cereal,Offline,C,2015-05-03,763369405,2015-05-20,6825,205.7,117.11,1403902.5,799275.75,604626.75
Sub-Saharan Africa,Uganda,Cereal,Offline,H,2021-09-14,107080924,2021-10-27,6480,205.7,117.11,1332936.0,758872.8,574063.2
Australia and Oceania,Papua New Guinea,Household,Online,C,2023-10-14,322186791,2023-10-22,1086,668.27,502.54,725741.22,545758.44,179982.78
Sub-Saharan Africa,South Africa,Clothes,Offline,M,2021-02-22,168110835,2021-04-09,6587,109.28,35.84,719827.36,236078.08,483749.28
Europe,Estonia,Baby Food,Offline,L,2014-11-09,724589383,2014-12-29,955,255.28,159.42,243792.4,152246.1,91546.3
Europe,Romania,Cosmetics,Online,H,2023-07-14,441671264,2023-07-18,9197,437.2,263.33,4020928.4,2421846.01,1599082.39
Middle East and North Africa,Yemen,Beverages,Offline,C,2024-07-08,989717805,2024-07-12,8347,47.45,31.79,396065.15,265351.13,130714.02
Asia,Taiwan,Clothes,Offline,M,2023-05-24,509402835,2023-07-01,2474,109.28,35.84,270358.72,88668.16,181690.56
Europe,Bosnia and Herzegovina,Cereal,Offline,L,2016-07-20,361712682,2016-09-08,7675,205.7,117.11,1578747.5,898819.25,679928.25
Europe,Spain,Office Supplies,Online,M,2017-12-05,177946174,2018-01-02,7082,651.21,524.96,4611869.22,3717766.72,894102.5
Middle East and North Africa,United Arab Emirates,Beverages,Online,L,2021-07-30,109714639,2021-08-21,5855,47.45,31.79,277819.75,186130.45,91689.3
North America,Greenland,Baby Food,Offline,M,2017-09-15,378941905,2017-10-05,6185,255.28,159.42,1578906.8,986012.7,592894.1
Middle East and North Africa,Iraq,Household,Online,M,2019-06-02,827864301,2019-06-25,2298,668.27,502.54,1535684.46,1154836.92,380847.54
Europe,Luxembourg,Cereal,Online,L,2014-08-01,469030654,2014-08-22,5448,205.7,117.11,1120653.6,638015.28,482638.32
Europe,Greece,Cereal,Online,M,2024-08-27,635302293,2024-09-13,8921,205.7,117.11,1835049.7,1044738.31,790311.39
North America,Mexico,Snacks,Online,M,2024-06-21,929853045,2024-06-22,3034,152.58,97.44,462927.72,295632.96,167294.76
Europe,Germany,Beverages,Online,H,2022-06-15,576169240,2022-07-15,137,47.45,31.79,6500.65,4355.23,2145.42
Central America and the Caribbean,Guatemala,Vegetables,Offline,C,2023-03-09,668049705,2023-04-21,9608,154.06,90.93,1480208.48,873655.44,606553.04
Australia and Oceania,Samoa ,Meat,Online,H,2022-01-20,119605767,2022-03-10,2859,421.89,364.69,1206183.51,1042648.71,163534.8
North America,Greenland,Vegetables,Online,L,2021-04-18,615261256,2021-05-29,8333,154.06,90.93,1283781.98,757719.69,526062.29
Middle East and North Africa,Turkey,Cereal,Offline,L,2024-08-28,759752500,2024-09-23,6503,205.7,117.11,1337667.1,761566.33,576100.77
Europe,Spain,Vegetables,Online,H,2021-05-07,128128325,2021-05-07,4874,154.06,90.93,750888.44,443192.82,307695.62
Europe,Sweden,Office Supplies,Offline,L,2023-06-19,615750062,2023-07-13,2982,651.21,524.96,1941908.22,1565430.72,376477.5
Australia and Oceania,Australia,Clothes,Offline,C,2017-11-15,588291537,2017-12-29,7394,109.28,35.84,808016.32,265000.96,543015.36
Europe,Andorra,Vegetables,Online,L,2014-05-02,731739079,2014-05-21,6709,154.06,90.93,1033588.54,610049.37,423539.17
Europe,Serbia,Meat,Offline,M,2018-10-06,902391517,2018-10-07,6558,421.89,364.69,2766754.62,2391637.02,375117.6
Europe,Greece,Cereal,Online,M,2017-03-11,576860177,2017-03-11,4600,205.7,117.11,946220.0,538706.0,407514.0
Asia,Sri Lanka,Vegetables,Online,H,2023-11-23,202068889,2023-12-12,5529,154.06,90.93,851797.74,502751.97,349045.77
Sub-Saharan Africa,Mozambique,Beverages,Online,C,2022-07-23,745253980,2022-08-11,6069,47.45,31.79,287974.05,192933.51,95040.54
Australia and Oceania,Samoa ,Snacks,Offline,H,2014-06-04,543964278,2014-06-07,9973,152.58,97.44,1521680.34,971769.12,549911.22
Australia and Oceania,Federated States of Micronesia,Household,Online,C,2023-08-16,256061112,2023-09-22,3028,668.27,502.54,2023521.56,1521691.12,501830.44
Europe,Sweden,Fruits,Offline,L,2016-12-19,609718310,2017-01-12,8052,9.33,6.92,75125.16,55719.84,19405.32
Europe,Belgium,Cereal,Offline,C,2016-03-31,153422200,2016-05-02,9893,205.7,117.11,2034990.1,1158569.23,876420.87
Europe,Iceland,Household,Online,L,2018-01-10,205971610,2018-01-24,431,668.27,502.54,288024.37,216594.74,71429.63
Sub-Saharan Africa,Botswana,Office Supplies,Offline,L,2020-05-12,806477868,2020-06-22,3578,651.21,524.96,2330029.38,1878306.88,451722.5
Europe,Ukraine,Snacks,Offline,M,2017-06-24,264364802,2017-07-12,275,152.58,97.44,41959.5,26796.0,15163.5
Asia,Tajikistan,Baby Food,Offline,M,2015-10-16,109368741,2015-10-31,3496,255.28,159.42,892458.88,557332.32,335126.56
Asia,Nepal,Fruits,Offline,L,2017-11-14,141538512,2017-12-27,3246,9.33,6.92,30285.18,22462.32,7822.86
Australia and Oceania,Marshall Islands,Personal Care,Offline,M,2017-02-08,681235444,2017-02-27,1561,81.73,56.67,127580.53,88461.87,39118.66
North America,Mexico,Cosmetics,Offline,H,2024-06-04,319133365,2024-06-11,7509,437.2,263.33,3282934.8,1977344.97,1305589.83
Sub-Saharan Africa,Cameroon,Beverages,Online,M,2020-03-06,866218602,2020-04-04,2189,47.45,31.79,103868.05,69588.31,34279.74
North America,Greenland,Clothes,Offline,C,2023-08-26,603789985,2023-10-10,3729,109.28,35.84,407505.12,133647.36,273857.76
Middle East and North Africa,Azerbaijan,Vegetables,Online,M,2023-07-18,133458840,2023-08-18,2291,154.06,90.93,352951.46,208320.63,144630.83
Australia and Oceania,Vanuatu,Personal Care,Offline,M,2015-06-02,127148997,2015-06-02,5069,81.73,56.67,414289.37,287260.23,127029.14
Europe,Liechtenstein,Baby Food,Online,H,2017-09-20,877096784,2017-10-19,1284,255.28,159.42,327779.52,204695.28,123084.24
Asia,Singapore,Vegetables,Online,H,2023-09-01,945851027,2023-10-01,7193,154.06,90.93,1108153.58,654059.49,454094.09
Sub-Saharan Africa,Djibouti,Snacks,Offline,M,2017-04-14,316273057,2017-05-18,1081,152.58,97.44,164938.98,105332.64,59606.34
Europe,Austria,Fruits,Online,C,2021-07-14,841536700,2021-07-18,8265,9.33,6.92,77112.45,57193.8,19918.65
Sub-Saharan Africa,Burundi,Personal Care,Online,M,2018-02-07,395128285,2018-03-02,6095,81.73,56.67,498144.35,345403.65,152740.7
Middle East and North Africa,Morocco,Fruits,Online,C,2016-12-01,520846641,2016-12-07,8950,9.33,6.92,83503.5,61934.0,21569.5
Asia,Kyrgyzstan,Office Supplies,Online,L,2018-09-18,582803094,2018-10-23,3242,651.21,524.96,2111222.82,1701920.32,409302.5
Sub-Saharan Africa,Mauritania,Vegetables,Offline,M,2020-05-21,915421473,2020-06-19,2412,154.06,90.93,371592.72,219323.16,152269.56
Australia and Oceania,East Timor,Clothes,Offline,M,2020-04-30,573438107,2020-05-20,1934,109.28,35.84,211347.52,69314.56,142032.96
Middle East and North Africa,United Arab Emirates,Snacks,Offline,C,2023-10-16,481901824,2023-11-15,4313,152.58,97.44,658077.54,420258.72,237818.82
Central America and the Caribbean,Barbados,Vegetables,Offline,H,2016-02-20,286173951,2016-04-02,4086,154.06,90.93,629489.16,371539.98,257949.18
Australia and Oceania,Solomon Islands,Cereal,Online,L,2021-08-30,601928317,2021-09-28,2820,205.7,117.11,580074.0,330250.2,249823.8
North America,Greenland,Clothes,Offline,M,2023-05-23,765151250,2023-06-19,4113,109.28,35.84,449468.64,147409.92,302058.72
Central America and the Caribbean,Trinidad and Tobago,Cosmetics,Online,M,2021-11-23,182141578,2021-12-02,8595,437.2,263.33,3757734.0,2263321.35,1494412.65
Central America and the Caribbean,Saint Kitts and Nevis ,Personal Care,Offline,L,2019-03-30,579510629,2019-04-12,8928,81.73,56.67,729685.44,505949.76,223735.68
Middle East and North Africa,Lebanon,Clothes,Online,H,2024-05-12,154182231,2024-05-27,4803,109.28,35.84,524871.84,172139.52,352732.32
Australia and Oceania,Fiji,Beverages,Online,C,2015-08-06,323392713,2015-08-08,7945,47.45,31.79,376990.25,252571.55,124418.7
Sub-Saharan Africa,Malawi,Meat,Online,H,2020-12-01,774690902,2020-12-04,7108,421.89,364.69,2998794.12,2592216.52,406577.6
Sub-Saharan Africa,Central African Republic,Personal Care,Online,L,2016-05-02,815938127,2016-05-09,3078,81.73,56.67,251564.94,174430.26,77134.68
Sub-Saharan Africa,Sudan,Personal Care,Offline,C,2016-10-14,725308215,2016-11-27,3674,81.73,56.67,300276.02,208205.58,92070.44
Europe,Sweden,Vegetables,Online,H,2017-04-30,401287496,2017-05-03,8742,154.06,90.93,1346792.52,794910.06,551882.46
Asia,Taiwan,Cereal,Offline,H,2019-11-11,712674796,2019-11-29,5164,205.7,117.11,1062234.8,604756.04,457478.76
Asia,Vietnam,Meat,Offline,C,2017-02-08,348581445,2017-03-10,1851,421.89,364.69,780918.39,675041.19,105877.2
Europe,Malta,Clothes,Offline,H,2019-04-29,768431270,2019-05-21,4744,109.28,35.84,518424.32,170024.96,348399.36
Sub-Saharan Africa,Botswana,Vegetables,Offline,M,2016-11-21,351960599,2016-12-30,1817,154.06,90.93,279927.02,165219.81,114707.21
Australia and Oceania,Tuvalu,Cereal,Online,C,2017-09-21,249218261,2017-10-03,8076,205.7,117.11,1661233.2,945780.36,715452.84
Europe,Ireland,Personal Care,Offline,M,2020-07-22,330565583,2020-09-02,557,81.73,56.67,45523.61,31565.19,13958.42
Middle East and North Africa,Saudi Arabia,Office Supplies,Offline,C,2020-04-11,536676394,2020-04-20,3326,651.21,524.96,2165924.46,1746016.96,419907.5
Sub-Saharan Africa,Namibia,Baby Food,Online,M,2023-12-22,428537023,2024-01-06,2483,255.28,159.42,633860.24,395839.86,238020.38
Sub-Saharan Africa,Nigeria,Clothes,Offline,C,2024-03-10,537446296,2024-04-24,1157,109.28,35.84,126436.96,41466.88,84970.08
Sub-Saharan Africa,Mauritius ,Baby Food,Online,M,2014-12-25,115015542,2015-02-11,4510,255.28,159.42,1151312.8,718984.2,432328.6
Sub-Saharan Africa,Cote d'Ivoire,Beverages,Online,H,2018-08-23,283168590,2018-09-04,4733,47.45,31.79,224580.85,150462.07,74118.78
Europe,Latvia,Household,Online,H,2016-03-09,884141767,2016-04-19,6051,668.27,502.54,4043701.77,3040869.54,1002832.23
Asia,Laos,Vegetables,Offline,L,2016-11-16,930483901,2016-12-07,9719,154.06,90.93,1497309.14,883748.67,613560.47
Sub-Saharan Africa,Seychelles ,Beverages,Offline,L,2020-10-10,855056321,2020-10-17,9022,47.45,31.79,428093.9,286809.38,141284.52
Europe,Belarus,Office Supplies,Online,C,2024-02-11,261032855,2024-03-22,4277,651.21,524.96,2785225.17,2245253.92,539971.25
Sub-Saharan Africa,Guinea,Meat,Offline,C,2024-08-12,171899831,2024-09-04,7835,421.89,364.69,3305508.15,2857346.15,448162.0
Asia,Mongolia,Cereal,Offline,C,2016-03-01,781456077,2016-03-01,9074,205.7,117.11,1866521.8,1062656.14,803865.66
Sub-Saharan Africa,Zimbabwe,Household,Offline,M,2015-07-18,103812921,2015-08-15,9405,668.27,502.54,6285079.35,4726388.7,1558690.65
Europe,Georgia,Cereal,Offline,H,2014-04-18,723394191,2014-06-06,7271,205.7,117.11,1495644.7,851506.81,644137.89
Europe,Germany,Household,Offline,L,2016-03-01,344936215,2016-03-22,3146,668.27,502.54,2102377.42,1580990.84,521386.58
Europe,Austria,Cereal,Online,L,2021-01-19,343487823,2021-03-01,4535,205.7,117.11,932849.5,531093.85,401755.65
Europe,Kosovo,Office Supplies,Online,L,2019-09-02,814410340,2019-09-19,973,651.21,524.96,633627.33,510786.08,122841.25
Europe,Bosnia and Herzegovina,Fruits,Online,H,2020-04-09,123377597,2020-05-27,9027,9.33,6.92,84221.91,62466.84,21755.07
Central America and the Caribbean,Barbados,Personal Care,Online,M,2021-12-03,756375920,2022-01-14,7298,81.73,56.67,596465.54,413577.66,182887.88
Asia,Myanmar,Household,Online,C,2019-11-05,769704139,2019-12-25,1414,668.27,502.54,944933.78,710591.56,234342.22
Sub-Saharan Africa,Cameroon,Office Supplies,Online,M,2021-06-17,539973580,2021-07-21,9037,651.21,524.96,5884984.77,4744063.52,1140921.25
Central America and the Caribbean,The Bahamas,Baby Food,Online,L,2019-08-26,514108073,2019-10-09,4858,255.28,159.42,1240150.24,774462.36,465687.88
Sub-Saharan Africa,Malawi,Fruits,Offline,H,2019-06-30,759343945,2019-08-12,5603,9.33,6.92,52275.99,38772.76,13503.23
Sub-Saharan Africa,Togo,Beverages,Offline,C,2022-03-26,513230025,2022-04-30,5024,47.45,31.79,238388.8,159712.96,78675.84
Middle East and North Africa,Oman,Snacks,Offline,L,2019-11-29,433627641,2020-01-02,8910,152.58,97.44,1359487.8,868190.4,491297.4
Europe,United Kingdom,Household,Offline,C,2022-02-14,348710620,2022-03-31,76,668.27,502.54,50788.52,38193.04,12595.48
Europe,Russia,Beverages,Online,C,2018-07-29,606965291,2018-08-31,3373,47.45,31.79,160048.85,107227.67,52821.18
Asia,Taiwan,Fruits,Offline,L,2016-07-08,727190482,2016-07-12,678,9.33,6.92,6325.74,4691.76,1633.98
Europe,Ireland,Beverages,Offline,M,2014-01-08,748497521,2014-02-04,5905,47.45,31.79,280192.25,187719.95,92472.3
Central America and the Caribbean,El Salvador,Office Supplies,Offline,C,2015-12-29,780310237,2016-01-06,9994,651.21,524.96,6508192.74,5246450.24,1261742.5
Australia and Oceania,Tonga,Beverages,Offline,L,2018-02-26,552364957,2018-03-16,5920,47.45,31.79,280904.0,188196.8,92707.2
Middle East and North Africa,Afghanistan,Clothes,Offline,C,2023-02-02,764710509,2023-02-17,3688,109.28,35.84,403024.64,132177.92,270846.72
Central America and the Caribbean,Dominican Republic,Snacks,Offline,L,2024-03-04,837708222,2024-03-24,5334,152.58,97.44,813861.72,519744.96,294116.76
